sales_type,category,order_id,order_created_date,order_month,user_id,fitso_user_id,source,pack_id,pack_name,membership_service_id,revenue_type,mrp,price,instant_discount,fitcash,platform_fee,total_amount_payable,fitcash_refunded,total_refund,gmv,max_payment_channel,selected_payment_mode,group_order_payment_channel,group_order_payment_mode,is_gift_card_used,gift_card_amount,final_center_name,final_center_service_id,fin_cen_type,fin_cen_city,fin_cen_state,fin_cen_ownership_type,purchase_center_name,purchase_center_service_id,pur_cen_type,pur_cen_city,pur_cen_state,attribution_status,attribution_date,attributed_centername,attributed_centerservice_id,payment_gateway,pg_method,method_detail,pg_charges,juspay_charges,is_ppc,gst_base_amt,gst%,gst_amt,cgst,sgst,pfgst_base,pfgst%,pfgst_amt,sellerdetails_gstinno,sellerdetails_sellerid,sellerdetails_name,invoice_no,extrachargeinvoiceid,subscription_id,purchase_token,test_flag,bill_details,Remarks
Atcenter Fitness(Elite & Pro & LUX),PRO,4088975526,"March 31, 2026","March 1, 2026",81437430,,GYMFIT_PARTNER,GYMFIT_XO9kAE,6 Months cultpass Select,"9,08,92,560",Credit,"17,490","8,785",,0,105,"8,890",,,"8,890",MANUAL,MANUAL,MANUAL,MANUAL,0,,Universal Gym,69,GYM,Gurgaon,Haryana,MARKETPLACE,"Universal Gym(MG Road, Gurgaon)",69,GYM,Gurgaon,Haryana,Attributed,"April 13, 2026, 12:00 AM",Universal Gym,69,CASH,CASH,CASH,,,0,"8,366.67",5,418.33,209.17,209.17,88.98,18,16.02,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038557056,0000827812,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089039411,"March 31, 2026","March 1, 2026",93328229,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,93,086",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Basavanagudi DV Gundappa Rd,3247,GX,Bangalore,,FOFO,Cult Basavanagudi DV Gundappa Rd(Basavanagudi),3247,GX,Bangalore,,Curefit_Attributed,"April 6, 2026, 12:00 AM",cure.fit GX Bangalore,2153,PAYU,EMI Debit Card,Debit Trns,233.92,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557620,0000828283,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089364962,"March 31, 2026","March 1, 2026",80710771,,CUREFIT_APP,CULTPACK_XekVc2,3 Months cultpass Select,"9,08,95,963",Credit,"23,990","13,465",,0,81,"13,546",,,"13,546",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Hiranandani Gardens,224,GX,Mumbai,Maharashtra,COCO,Cult Hiranandani Gardens(Powai),224,GX,Mumbai,Maharashtra,Attributed,"April 6, 2026, 5:30 AM",Cult Hiranandani Gardens,224,HDFC,UPI,Trns > 2K,0,14.9,0,"12,823.81",5,641.19,320.6,320.6,68.64,18,12.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038559403,0000829807,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087933032,"March 31, 2026","March 1, 2026",85735496,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,82,503",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Gym Nagarbhavi,1149,GYM,Bangalore,Karnataka,FOFO,Cult Gym Nagarbhavi(Nagarbhavi),1149,GYM,Bangalore,Karnataka,Attributed,"June 11, 2026, 5:30 AM",Cult Gym Nagarbhavi,1149,PAYTM_POS,UPI,Trns > 2K,0,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038548775,0000821206,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087604993,"March 31, 2026","March 1, 2026",106186073,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,78,583",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Madhapur,1070,GYM,Hyderabad,Telangana,COCO,Cult Gym Madhapur(Madhapur),1070,GYM,Hyderabad,Telangana,Not_Yet_Attributed,,Cult Gym Madhapur,1070,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038546456,0000819564,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089150859,"March 31, 2026","March 1, 2026",88519194,,CUREFIT_NEW_WEBSITE,CULTPACK_QsVcI7,24 Month cultpass ELITE,"9,08,93,698",Credit,"1,30,500","28,048","2,418",0,223,"28,271.76",,,"30,689.76",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Your Life Fitness Gym (Sector 61 Noida),843,GYM,Gurgaon,Uttar Pradesh,MARKETPLACE,Black Vigor (Gaur City)(Gaur City),83,GYM,Gurgaon,Uttar Pradesh,Attributed,"April 1, 2026, 5:30 AM",Your Life Fitness Gym (Sector 61 Noida),843,HDFC,EMI Credit Card,HDFC,339.26,31.1,0,"26,713.1",5,"1,335.66",667.83,667.83,188.98,18,34.02,09AAGCC5859A1ZN,SELLER_CULT_NOI,Cultfit Healthcare Private Limited,0038558146,0000828746,,,,,
Fitso Sales Dump (Cult Play),PLAY,4088905729,"March 31, 2026","March 1, 2026",101812485,17013727,CUREFIT,PLAYPACKNEW38678,Swim | Bangalore Cult Dummy Sport Pack | 12 month,,Credit,"14,990","7,992",216,0,81,"8,073.88",,,"8,073.88",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Whitefield Swimming,3556,SPORTS,Bangalore,,COCO,Cult Whitefield Swimming,3556,,,,,,,,CASHFREE,EMI Credit Card,Credit Trns,139.68,8.88,0,"6,773.63",18,"1,219.25",609.63,609.63,68.64,18,12.36,29AADCJ5540N1Z4,SELLER_PLAY_JOGO_KARNATAKA,Jogo Technologies Pvt Ltd,0038556534,0000827368,263466,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088875839,"March 31, 2026","March 1, 2026",29862653,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,91,684",Credit,"58,150","18,200",,20,140,"18,320",,,"18,340",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,"Cult Gym Tulip Chowk, Sector 69",1632,GYM,Gurgaon,HARYANA,COCO,"Cult Tulip Chowk, Sector 69(Sector 69, Gurgaon)",1640,GX,Gurgaon,HARYANA,Attributed,"April 20, 2026, 5:30 AM","Cult Gym Tulip Chowk, Sector 69",1632,CASHFREE,CREDIT CARD,Credit Trns,316.94,20.15,0,"17,314.43",5,865.72,432.86,432.86,118.64,18,21.36,06AAGCC6845A1ZX,SELLER_CULT_CFS_GGN,Curefit Services Private Limited,0038556340,0000827212,,,,,
Fitso Sales Dump (Cult Play),PLAY,4089457075,"March 31, 2026","March 1, 2026",106147477,18716972,CUREFIT,PLAYPACKNEW19711,Swim | Hyderabad Cult Dummy Sport Pack | 12 month,,Credit,"14,990","8,209",,0,81,"8,290",,,"8,290",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Fitso Madhapur Pearl,946,SPORTS,Hyderabad,Telangana,COCO,Fitso Madhapur Pearl,946,,,Telangana,,,,,HDFC,CREDIT CARD,Credit Trns,99.48,9.12,0,"6,956.78",18,"1,252.22",626.11,626.11,68.64,18,12.36,36AADCJ5540N1Z9,SELLER_PLAY_JOGO_TELANGANA,Jogo Technologies Pvt Ltd,0038559932,0000830270,263653,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088790765,"March 31, 2026","March 1, 2026",105988063,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,90,863",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Champapet,3780,GYM,Hyderabad,TELANGANA,FOFO,Cult Champapet(Champapet),3847,GX,Hyderabad,TELANGANA,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Champapet,3780,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038555574,0000826562,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088936694,"March 31, 2026","March 1, 2026",106197494,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,92,215",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Champapet,3780,GYM,Hyderabad,TELANGANA,FOFO,Cult Champapet(Champapet),3847,GX,Hyderabad,TELANGANA,Attributed,"April 3, 2026, 5:30 AM",Cult Gym Champapet,3780,CASHFREE,UPI,Trns > 2K,1.55,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038556913,0000827696,,,,,
At home live sales,LIVE,4088324939,"March 31, 2026","March 1, 2026",89828985,,CUREFIT_APP,CFLIVE_2401,24 Months,,Credit,,,,0,,"2,779",,,"2,779",JUSPAY_RP,,JUSPAY_RP,,0,,,,,,,,,,,,,,,,,PAYU,CREDIT CARD,Credit Trns,48.63,3.06,0,"2,355.08",18,423.92,211.96,211.96,,,,06AAGCC6845A1ZX,SELLER_CULT_CFS_GGN,Curefit Services Private Limited,0038551681,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087659755,"March 31, 2026","March 1, 2026",99254951,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,083",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Supergym Prime (Varthur),1051,GYM,Bangalore,Karnataka,MARKETPLACE,Cult Varthur(Varthur),1123,GX,Bangalore,Karnataka,Attributed,"April 13, 2026, 12:00 AM",Supergym Prime (Varthur),1051,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546904,0000819872,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087950257,"March 31, 2026","March 1, 2026",100529305,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,82,660",Credit,"45,550","14,571",738,0,140,"14,711.98",,,"15,449.98",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Impackt Fitness (Gowlidoddy),2472,GYM,Hyderabad,TELANGANA,MARKETPLACE,Impackt Fitness (Gowlidoddy)(gowlidoddy),2472,GYM,Hyderabad,TELANGANA,Attributed,"April 20, 2026, 12:00 AM",Impackt Fitness (Gowlidoddy),2472,PAYU,EMI Credit Card,Credit Trns,250.1,16.18,0,"13,878.08",5,693.9,346.95,346.95,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038548893,0000821286,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088938634,"March 31, 2026","March 1, 2026",105862788,,GYMFIT_PARTNER,CULTPACK_LlWz5R,12 Month cultpass ELITE,"9,08,92,216",Credit,"43,380","15,099",,0,140,"15,239",,,"15,239",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Gym Magarpatta,3479,GYM,Pune,MAHARASHTRA,COCO,Cult Gym Magarpatta(Magarpatta City),3479,GYM,Pune,MAHARASHTRA,Attributed,"April 13, 2026, 5:30 AM",Cult Gym Magarpatta,3479,PAYTM_POS,UPI,Trns > 2K,0,,0,"14,380",5,719,359.5,359.5,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038556758,0000827563,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4088866690,"March 31, 2026","March 1, 2026",99091226,,GYMFIT_PARTNER,LUXPACK_rGrkAH,6 Months SELECT PACKS,"9,08,91,554",Credit,"40,950","23,000",,0,,"23,000",,,"23,000",MANUAL,MANUAL,MANUAL,MANUAL,0,,Fitness First Indiranagar,3524,GYM,Bangalore,,COCO,Fitness First Indiranagar,3524,GYM,Bangalore,,Attributed,"March 30, 2026, 12:00 AM",Fitness First Indiranagar,3524,CASH,CASH,CASH,,,0,"21,904.76",5,"1,095.24",547.62,547.62,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556231,,,,,,
GYM PT Pipeline,GYMFIT_PT,4088475815,"March 31, 2026","March 1, 2026",106149223,,GYMFIT_PARTNER,GYMPT507,Level 2 Personal Training - 1 Session,,Credit,"1,400",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,cult neo gym Kaval byrasandra,3414,GYM,Bangalore,,COCO,cult neo gym Kaval byrasandra,3414,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038552953,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088556284,"March 31, 2026","March 1, 2026",54166042,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,88,708",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym BTM Layout,686,GYM,Bangalore,Karnataka,COCO,Cult BTM Layout(BTM Layout),687,GX,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Cult Gym BTM Layout,686,CASHFREE,CREDIT CARD,Credit Trns,267.29,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038553651,0000824932,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088225097,"March 31, 2026","March 1, 2026",97996,,CUREFIT_APP,CULTPACK_ow5RSs,6 Month cultpass ELITE,"9,08,85,375",Credit,"23,550","11,835",,0,105,"11,940",,,"11,940",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Pragathi Nagar,3632,GYM,Hyderabad,TELANGANA,FOFO,Cult Pragathi Nagar(Pragathi Nagar),3837,GX,Hyderabad,TELANGANA,Attributed,"April 6, 2026, 12:00 AM",Cult Gym Pragathi Nagar,3632,PINELABS_ONLINE,UPI,Trns > 2K,,13.13,0,"11,271.43",5,563.57,281.79,281.79,88.98,18,16.02,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038550810,0000822692,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087680830,"March 31, 2026","March 1, 2026",93444883,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,79,274",Credit,"23,990","11,342",307,0,140,"11,482.64",,,"11,789.64",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Neo Gym BN Reddy Nagar,2595,GYM,Hyderabad,TELANGANA,COCO,Cult Neo Gym BN Reddy Nagar(BN Reddy Nagar),2595,GYM,Hyderabad,TELANGANA,Attributed,"April 26, 2026, 12:00 AM",Cult Neo Gym BN Reddy Nagar,2595,HDFC,EMI Credit Card,Others,155.02,12.63,0,"10,802.51",5,540.13,270.06,270.06,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038547085,0000819991,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088215452,"March 31, 2026","March 1, 2026",871561,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,85,299",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Moments Fitness Hub 2.0,20,GYM,Bangalore,Karnataka,MARKETPLACE,Moments Fitness Hub 2.0(Electronic City),20,GYM,Bangalore,Karnataka,Attributed,"June 9, 2026, 5:30 AM",Moments Fitness Hub 2.0,20,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038550743,0000822650,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088670052,"March 31, 2026","March 1, 2026",106144556,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,89,705",Credit,"58,150","18,020",830,0,140,"18,160.23",,,"18,990.23",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Black Vigor (Noida Extension),3511,GYM,Gurgaon,UTTAR PRADESH,MARKETPLACE,Cult Amrapali Leisure Valley(Greater Noida),2838,GX,Gurgaon,UTTAR PRADESH,Attributed,"April 15, 2026, 12:00 AM",Black Vigor (Noida Extension),3511,HDFC,EMI Credit Card,Others,245.16,19.98,0,"17,162.12",5,858.11,429.05,429.05,118.64,18,21.36,09AAGCC6845A1ZR,SELLER_CULT_NOI_2,Curefit Services Private Limited,0038554513,0000825622,,,,,
GYM PT Pipeline,GYMFIT_PT,4088487754,"March 31, 2026","March 1, 2026",106194136,,GYMFIT_PARTNER,GYMPT33926,Level 4 Personal Training - 20 Sessions,,Credit,"43,000","43,000",,0,,"43,000",,,"43,000",MANUAL,MANUAL,MANUAL,MANUAL,0,,Fitness First South Point Mall,3525,GYM,Gurgaon,HARYANA,COCO,Fitness First South Point Mall,3525,,,,,,,,CASH,CASH,CASH,,,0,"40,952.38",5,"2,047.62","1,023.81","1,023.81",,,,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038553044,,,,,,
GYM PT Pipeline,GYMFIT_PT,4089210778,"March 31, 2026","March 1, 2026",65538092,,CUREFIT_APP,GYMPT129,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym RT Nagar Road,2414,GYM,Bangalore,,FOFO,Cult Gym RT Nagar Road,2414,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038558463,,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088050033,"March 31, 2026","March 1, 2026",105116754,,GYMFIT_PARTNER,GYMFIT_e13UBQ,12 Months cultpass PRO,"9,08,83,704",Credit,"23,990","10,540",,0,,"10,540",,,"10,540",PAYTM_POS,POS,PAYTM_POS,POS,0,,cult neo gym Alambagh,3598,GYM,Lucknow,UTTAR PRADESH,FOFO,cult neo gym Alambagh(Alambagh),3598,GYM,Lucknow,UTTAR PRADESH,Attributed,"March 31, 2026, 3:22 PM",cult neo gym Alambagh,3598,PAYTM_POS,UPI,Trns > 2K,0,,0,"10,038.1",5,501.9,250.95,250.95,,,,09AAGCC6845A1ZR,SELLER_CULT_NOI_2,Curefit Services Private Limited,0038549582,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089479891,"March 31, 2026","March 1, 2026",36068,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,96,943",Credit,"45,550","13,629","1,681",197,140,"13,572.16",,,"15,450.16",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Varthur,1123,GX,Bangalore,Karnataka,FOFO,Cult Varthur(Varthur),1123,GX,Bangalore,Karnataka,Curefit_Attributed,"April 8, 2026, 5:30 AM",cure.fit GX Bangalore,2153,HDFC,EMI Cardless,EMI Cardless,,14.93,0,"12,794.44",5,639.72,319.86,319.86,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038560096,0000830408,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089468509,"March 31, 2026","March 1, 2026",92433232,,CUREFIT_APP,CULTPACK_thdiDv,12 Months cultpass Select,"9,08,96,812",Credit,"59,190","18,284",,0,140,"18,424",,,"18,424",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Goregaon West,862,GX,Mumbai,Maharashtra,COCO,Cult Goregaon West(Goregaon West ),862,GX,Mumbai,Maharashtra,Attributed,"April 23, 2026, 5:30 AM",Cult Goregaon West,862,PINELABS_ONLINE,CREDIT CARD,Credit Trns,,20.27,0,"17,413.33",5,870.67,435.33,435.33,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038560001,0000830328,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088912423,"March 31, 2026","March 1, 2026",106199921,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,92,098",Credit,"45,550","13,660","1,000",0,140,"13,800",,,"14,800",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Mahadevapura ,134,GX,Bangalore,Karnataka,COCO,"Cult Silver Springs Layout, Marathahalli(Marathahalli)",2643,GX,Bangalore,,Attributed,"April 15, 2026, 12:00 AM",Cult Mahadevapura ,134,HDFC,EMI Credit Card,HDFC,165.6,15.18,0,"13,009.52",5,650.48,325.24,325.24,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556694,0000827507,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087697586,"March 31, 2026","March 1, 2026",92788536,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,380",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym HSR 5th Main,2311,GYM,Bangalore,,COCO,Cult Gym HSR 5th Main(HSR Sector 6),2311,GYM,Bangalore,,Attributed,"April 8, 2026, 12:00 AM",Cult Gym HSR 5th Main,2311,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038547200,0000820072,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087661857,"March 31, 2026","March 1, 2026",100613602,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,102",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,"Cult Gym SG Palya, Tavarekere Main Road",3268,GYM,Bangalore,,FOFO,"Cult SG Palya, Tavarekere Main Road(SG Palya)",3269,GX,Bangalore,,Attributed,"April 1, 2026, 5:30 AM","Cult Gym SG Palya, Tavarekere Main Road",3268,CASHFREE,CREDIT CARD,Credit Trns,256.04,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546923,0000819884,,,,,
Fitso Sales Dump (Cult Play),PLAY,4088377821,"March 31, 2026","March 1, 2026",85813949,2596404,CUREFIT,PLAYPACKNEW38689,Swim | Delhi Cult Dummy Sport Pack | 12 month,,Credit,"14,990","9,409",,0,81,"9,490",,,"9,490",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Fitso Sector 43 EAS,939,SPORTS,Gurgaon,Haryana,COCO,Fitso Sector 43 EAS,939,,,Haryana,,,,,HDFC,CREDIT CARD,Credit Trns,113.88,10.44,0,"7,973.73",18,"1,435.27",717.64,717.64,68.64,18,12.36,06AADCJ5540N1ZC,SELLER_PLAY_JOGO_HARYANA,Jogo Technologies Pvt Ltd,0038552105,0000823682,263256,,,,
Fitso Sales Dump (Cult Play),PLAY,4089157814,"March 31, 2026","March 1, 2026",102815120,17377982,CUREFIT,PLAYPACKNEW4804,Swim | Masterkey - NCR | 6 month,,Credit,"25,990","13,235",,0,105,"13,340",,,"13,340",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Fitso Sector 43 EAS,939,SPORTS,Gurgaon,Haryana,COCO,Fitso Sector 43 EAS,939,,,Haryana,,,,,CASHFREE,CREDIT CARD,Credit Trns,230.78,14.67,0,"11,216.1",18,"2,018.9","1,009.45","1,009.45",88.98,18,16.02,06AADCJ5540N1ZC,SELLER_PLAY_JOGO_HARYANA,Jogo Technologies Pvt Ltd,0038557968,0000828588,263529,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089475315,"March 31, 2026","March 1, 2026",72928431,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,96,888",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Madinaguda,200,GX,Hyderabad,Telangana,COCO,Cult Madinaguda(Madinaguda),200,GX,Hyderabad,Telangana,Attributed,"April 4, 2026, 5:30 AM",Cult Madinaguda,200,HDFC,EMI Credit Card,HDFC,165.12,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038560003,0000830330,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088996353,"March 31, 2026","March 1, 2026",28907318,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,92,878",Credit,"45,550","14,614",696,0,140,"14,754.31",,,"15,450.31",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Richmond Road,492,GYM,Bangalore,Karnataka,COCO,Cult Gym Richmond Road(Richmond Road),492,GYM,Bangalore,Karnataka,Curefit_Attributed,"April 10, 2026, 5:30 AM",cure.fit GX Bangalore,2153,HDFC,EMI Credit Card,Others,199.18,16.23,0,"13,918.39",5,695.92,347.96,347.96,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038557461,0000828154,,,,,
GYM PT Pipeline,GYMFIT_PT,4087647851,"March 31, 2026","March 1, 2026",76473204,,CUREFIT_APP,GYMPT170,Level 3 Personal Training - 1 Session,,Credit,"1,600",0,,0,,0,,,0,MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Amrapali Leisure Valley,2837,GYM,Gurgaon,,COCO,Cult Gym Amrapali Leisure Valley,2837,,,,,,,,CASH,CASH,CASH,,,0,0,5,0,0,0,,,,09AAGCC6845A1ZR,SELLER_CULT_NOI_2,Curefit Services Private Limited,0038546792,,,,,,
