sales_type,category,order_id,order_created_date,order_month,user_id,fitso_user_id,source,pack_id,pack_name,membership_service_id,revenue_type,mrp,price,instant_discount,fitcash,platform_fee,total_amount_payable,fitcash_refunded,total_refund,gmv,max_payment_channel,selected_payment_mode,group_order_payment_channel,group_order_payment_mode,is_gift_card_used,gift_card_amount,final_center_name,final_center_service_id,fin_cen_type,fin_cen_city,fin_cen_state,fin_cen_ownership_type,purchase_center_name,purchase_center_service_id,pur_cen_type,pur_cen_city,pur_cen_state,attribution_status,attribution_date,attributed_centername,attributed_centerservice_id,payment_gateway,pg_method,method_detail,pg_charges,juspay_charges,is_ppc,gst_base_amt,gst%,gst_amt,cgst,sgst,pfgst_base,pfgst%,pfgst_amt,sellerdetails_gstinno,sellerdetails_sellerid,sellerdetails_name,invoice_no,extrachargeinvoiceid,subscription_id,purchase_token,test_flag,bill_details,Remarks
Atcenter Fitness(Elite & Pro & LUX),PRO,4088389070,"March 31, 2026","March 1, 2026",106196741,,GYMFIT_PARTNER,GYMFIT_XlEFrq,12 Months cultpass PRO,"9,08,87,091",Credit,"27,990","12,550",,0,140,"12,690",,,"12,690",PAYTM_POS,POS,PAYTM_POS,POS,0,,cult neo gym Uttam Nagar,3263,GYM,Gurgaon,,COCO,cult neo gym Uttam Nagar(Uttam Nagar),3263,GYM,Gurgaon,,Attributed,"April 5, 2026, 12:00 AM",cult neo gym Uttam Nagar,3263,PAYTM_POS,CREDIT CARD,Credit Trns,126.9,,0,"11,952.38",5,597.62,298.81,298.81,118.64,18,21.36,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038552194,0000823753,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088389941,"March 31, 2026","March 1, 2026",100210604,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,87,113",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,Zest Fitness 27th Main,2568,GYM,Bangalore,,MARKETPLACE,Zest Fitness 27th Main(HSR Layout),2568,GYM,Bangalore,,Attributed,"April 6, 2026, 5:30 AM",Zest Fitness 27th Main,2568,PAYTM_POS,"DEBIT CARD (VISA, MC)",Trns > 2K,133.2,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038552213,0000823770,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089165378,"March 31, 2026","March 1, 2026",106201898,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,93,838",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Banjara Hills Road No. 2,2428,GYM,Hyderabad,TELANGANA,COCO,Cult Banjara Hills Road No. 2(Banjara Hills),2429,GX,Hyderabad,TELANGANA,Attributed,"April 9, 2026, 12:00 AM",Cult Gym Banjara Hills Road No. 2,2428,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038558031,0000828646,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4087617719,"March 31, 2026","March 1, 2026",54149619,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,78,717",Credit,"23,990","11,200",,0,140,"11,340",,,"11,340",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,cult neo gym Amberpet,3141,GYM,Hyderabad,TELANGANA,COCO,cult neo gym Amberpet(Amberpet),3141,GYM,Hyderabad,TELANGANA,Curefit_Attributed,"April 5, 2026, 12:00 AM",cure.fit Hyderabad,8,HDFC,CREDIT CARD,Credit Trns,136.08,12.47,0,"10,666.67",5,533.33,266.67,266.67,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038546578,0000819648,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088278258,"March 31, 2026","March 1, 2026",91798816,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,85,903",Credit,"45,550","14,857",452,0,140,"14,997.83",,,"15,449.83",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult New BEL Road,2329,GX,Bangalore,,COCO,Cult New BEL Road(New Bel Road),2329,GX,Bangalore,,Curefit_Attributed,"April 5, 2026, 12:00 AM",cure.fit GX Bangalore,2153,HDFC,EMI Credit Card,HDFC,179.97,16.5,0,"14,150.31",5,707.52,353.76,353.76,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551276,0000823051,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087970712,"March 31, 2026","March 1, 2026",94560879,,CUREFIT_APP,CULTPACK_QsVcI7,24 Month cultpass ELITE,"9,08,82,893",Credit,"1,30,500","27,967",,0,223,"28,190",,,"28,190",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Chattarpur,918,GYM,Gurgaon,Delhi,FOFO,Cult Chattarpur(Chattarpur),3355,GX,Gurgaon,,Attributed,"March 31, 2026, 2:03 PM",Cult Gym Chattarpur,918,PINELABS_ONLINE,CREDIT CARD,Credit Trns,,31.01,0,"26,635.24",5,"1,331.76",665.88,665.88,188.98,18,34.02,07AAGCC6845A1ZV,SELLER_CULT_CFS_DELHI,Curefit Services Private Limited,0038549050,0000821402,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088260261,"March 31, 2026","March 1, 2026",94941484,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,85,729",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Bommanahalli,1144,GYM,Bangalore,Karnataka,COCO,Cult Bommanahalli(Bommanahalli),1145,GX,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Cult Gym Bommanahalli,1144,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038551102,0000822915,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088490123,"March 31, 2026","March 1, 2026",95446520,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,88,246",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,"Cult Gym Camelot layout, Botanical Garden",3698,GYM,Hyderabad,TELANGANA,COCO,Cult Botanical Garden Rd(Kondapur),194,GX,Hyderabad,Telangana,Attributed,"April 1, 2026, 5:30 AM","Cult Gym Camelot layout, Botanical Garden",3698,HDFC,CREDIT CARD,Credit Trns,177.6,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038553275,0000824616,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089457898,"March 31, 2026","March 1, 2026",92403343,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,96,760",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Nagarbhavi,1149,GYM,Bangalore,Karnataka,FOFO,"Cult Rajajinagar 12th Cross, Mahalaxmi Layout(Rajajinagar)",872,GX,Bangalore,Karnataka,Not_Yet_Attributed,,"Cult Rajajinagar 12th Cross, Mahalaxmi Layout",872,HDFC,CREDIT CARD,Credit Trns,185.4,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038559907,0000830251,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088926332,"March 31, 2026","March 1, 2026",105349123,,CUREFIT_APP,CULTPACK_iSZUj3,12 Months cultpass Select,"9,08,92,122",Credit,"66,690","21,812",807,0,140,"21,952.73",,,"22,759.73",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Nepean Sea Road,2439,GYM,Mumbai,MAHARASHTRA,COCO,Cult Gym Nepean Sea Road(Napean Sea Road),2439,GYM,Mumbai,MAHARASHTRA,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Nepean Sea Road,2439,HDFC,EMI Credit Card,Others,296.36,24.15,0,"20,774.03",5,"1,038.7",519.35,519.35,118.64,18,21.36,27AAGCC6845A1ZT,SELLER_CULT_BOM_2,CureFit Services Private Limited,0038556760,0000827564,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088710637,"March 31, 2026","March 1, 2026",106084196,,GYMFIT_PARTNER,GYMFIT_CtqrTn,12 Months cultpass PRO,"9,08,90,019",Credit,"19,990","9,400",,0,140,"9,540",,,"9,540",PAYTM_POS,POS,PAYTM_POS,POS,0,,Foundry Active,582,GYM,Bangalore,Karnataka,MARKETPLACE,Foundry Active(Domlur),582,GYM,Bangalore,Karnataka,Attributed,"April 3, 2026, 12:00 AM",Foundry Active,582,PAYTM_POS,UPI,Trns > 2K,0,,0,"8,952.38",5,447.62,223.81,223.81,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038554785,0000825843,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088789030,"March 31, 2026","March 1, 2026",102507580,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,112",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,"Cult Gym SG Palya, Tavarekere Main Road",3268,GYM,Bangalore,,FOFO,"Cult Gym SG Palya, Tavarekere Main Road(SG Palya)",3268,GYM,Bangalore,,Attributed,"July 27, 2026, 5:30 AM","Cult Gym SG Palya, Tavarekere Main Road",3268,PAYTM_POS,CREDIT CARD,Credit Trns,148,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038555795,0000826764,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088738100,"March 31, 2026","March 1, 2026",105833090,,GYMFIT_PARTNER,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,90,322",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Kukatpally,708,GYM,Hyderabad,Telangana,FOFO,Cult Gym Kukatpally(KPHB),708,GYM,Hyderabad,Telangana,Attributed,"April 4, 2026, 5:30 AM",Cult Gym Kukatpally,708,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038555056,0000826095,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087656243,"March 31, 2026","March 1, 2026",106186828,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,046",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Gym Harlur 1st Main,908,GYM,Bangalore,Karnataka,FOFO,Cult Gym Harlur 1st Main(Harlur),908,GYM,Bangalore,Karnataka,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Harlur 1st Main,908,PAYTM_POS,UPI,Trns > 2K,0,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038546873,0000819851,,,,,
Atcenter Fitness(Elite & Pro & LUX),LUX,4088283289,"March 31, 2026","March 1, 2026",105221461,,GYMFIT_PARTNER,LUXPACK_YsW04f,3 Years,"9,08,85,905",Credit,"1,99,999","1,29,999",,0,,"1,29,999",,,"1,29,999",MANUAL,MANUAL,MANUAL,MANUAL,0,,Reset Bandra,3518,GYM,Mumbai,,COCO,Reset Bandra,3518,GYM,Mumbai,,Attributed,"March 31, 2026, 12:00 AM",Reset Bandra,3518,CASH,CASH,CASH,,,0,"1,23,808.57",5,"6,190.43","3,095.21","3,095.21",,,,27AAGCC5859A1ZP,SELLER_CULT_BOM,Cultfit Healthcare Private Limited,0038551280,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088608135,"March 31, 2026","March 1, 2026",85969247,,GYMFIT_PARTNER,CULTPACK_LtjwEf,12 Month CultPass Elite Plus,"9,08,89,216",Credit,"47,000","16,200",,0,140,"16,340",,,"16,340",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Varthur,1108,GYM,Bangalore,Karnataka,FOFO,Cult Gym Varthur(Varthur),1108,GYM,Bangalore,Karnataka,Attributed,"May 31, 2026, 5:30 AM",Cult Gym Varthur,1108,CASH,CASH,CASH,,,0,"15,428.57",5,771.43,385.71,385.71,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038554108,0000825303,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087860293,"March 31, 2026","March 1, 2026",106189757,,CUREFIT_NEW_WEBSITE,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,81,667",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Shaikpet,1470,GYM,Hyderabad,Telangana,COCO,Cult Shaikpet(Shaikpet),1471,GX,Hyderabad,Telangana,Attributed,"April 6, 2026, 12:00 AM",Cult Gym Shaikpet,1470,CASHFREE,UPI,Trns > 2K,1.48,16.28,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038548336,0000820880,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088008135,"March 31, 2026","March 1, 2026",106192316,,GYMFIT_PARTNER,GYMFIT_CtqrTn,12 Months cultpass PRO,"9,08,83,293",Credit,"19,990","9,400",,0,140,"9,540",,,"9,540",PAYTM_POS,POS,PAYTM_POS,POS,0,,Supergym (Thippasandra),34,GYM,Bangalore,Karnataka,MARKETPLACE,Supergym (Thippasandra)(Thippasandra),34,GYM,Bangalore,Karnataka,Attributed,"April 2, 2026, 12:00 AM",Supergym (Thippasandra),34,PAYTM_POS,UPI,Trns > 2K,0,,0,"8,952.38",5,447.62,223.81,223.81,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038549311,0000821584,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088589226,"March 31, 2026","March 1, 2026",91698251,,GYMFIT_PARTNER,CULTPACK_glFYdR,12 Months Cultpass ELITE - Exclusive pack,"9,08,89,012",Credit,"63,450","17,740",,0,,"17,740",,,"17,740",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Gomti Nagar,614,GYM,Lucknow,Uttar Pradesh,FOFO,Cult Gym Gomti Nagar(Gomti Nagar),614,GYM,Lucknow,Uttar Pradesh,Attributed,"March 31, 2026, 7:58 PM",Cult Gym Gomti Nagar,614,CASH,CASH,CASH,,,0,"16,895.24",5,844.76,422.38,422.38,,,,09AAGCC6845A1ZR,SELLER_CULT_NOI_2,Curefit Services Private Limited,0038553934,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089399643,"March 31, 2026","March 1, 2026",95054155,,CUREFIT_APP,CULTPACK_8nw3gh,12 Months cultpass Select,"9,08,96,223",Credit,"45,500","12,008",,0,140,"12,148",,,"12,148",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Bannerghatta Main Road (New),3774,GYM,Bangalore,,FOFO,Cult Bannerghatta Main Road (New)(Bannerghatta Road),3775,GX,Bangalore,,Attributed,"April 22, 2026, 5:30 AM",Cult Gym Bannerghatta Main Road (New),3774,CASHFREE,UPI,Trns > 2K,1.21,13.36,0,"11,436.19",5,571.81,285.9,285.9,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038559449,0000829843,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087728652,"March 31, 2026","March 1, 2026",15664406,,CUREFIT_APP,CULTPACK_cTqAAQ,12 Months cultpass ELITE- exclusive renewal user,"9,08,79,673",Credit,"45,550","14,349",,0,140,"14,489",,,"14,489",JUSPAY_RP,UPI,JUSPAY_RP,UPI,0,,Cult Gym Mahadevpura,1076,GYM,Bangalore,Karnataka,FOFO,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Attributed,"April 5, 2026, 12:00 AM",Cult Gym Mahadevpura,1076,CASHFREE,UPI,Trns > 2K,1.45,15.94,0,"13,665.71",5,683.29,341.64,341.64,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038547460,0000820255,,,,,
Fitso Sales Dump (Cult Play),PLAY,4088655637,"March 31, 2026","March 1, 2026",96104462,14561644,CUREFIT,PLAYPACKNEW4804,Swim | Masterkey - NCR | 6 month,,Credit,"25,990","13,735",,0,105,"13,840",,,"13,840",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Fitso Sector 43 EAS,939,SPORTS,Gurgaon,Haryana,COCO,Fitso Sector 43 EAS,939,,,Haryana,,,,,PINELABS_ONLINE,CREDIT CARD,Credit Trns,,15.22,0,"11,639.83",18,"2,095.17","1,047.58","1,047.58",88.98,18,16.02,06AADCJ5540N1ZC,SELLER_PLAY_JOGO_HARYANA,Jogo Technologies Pvt Ltd,0038554411,0000825535,263360,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088861505,"March 31, 2026","March 1, 2026",92840175,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,574",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Gym Kannamangala Seegehalli,3068,GYM,Bangalore,,FOFO,Cult Gym Kannamangala Seegehalli(Seegehalli),3068,GYM,Bangalore,,Attributed,"May 23, 2026, 5:30 AM",Cult Gym Kannamangala Seegehalli,3068,PAYTM_POS,UPI,Trns > 2K,0,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556109,0000827021,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087630945,"March 31, 2026","March 1, 2026",100294171,,CUREFIT_APP,CULTPACK_eLzPyu,12 Month cultpass ELITE,"9,08,78,836",Credit,"58,150","15,174",716,0,,"15,174.49",,,"15,890.49",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Anna Nagar,493,GX,Chennai,Tamil Nadu,FOFO,Cult Anna Nagar(Anna Nagar),493,GX,Chennai,Tamil Nadu,Not_Yet_Attributed,,Cult Anna Nagar,493,PINELABS_ONLINE,EMI Credit Card,Credit Trns,,16.69,0,"14,451.9",5,722.59,361.3,361.3,,,,33AAGCC6845A1Z0,SELLER_CULT_TN_2,Curefit Services Private Limited,0038546691,,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088240179,"March 31, 2026","March 1, 2026",87542921,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,85,519",Credit,"45,550","14,613",696,0,140,"14,753.89",,,"15,449.89",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Royal Fitness (MCECHS Layout),917,GYM,Bangalore,Karnataka,MARKETPLACE,Royal Fitness (MCECHS Layout)(MCECHS Layout),917,GYM,Bangalore,Karnataka,Attributed,"April 6, 2026, 12:00 AM",Royal Fitness (MCECHS Layout),917,HDFC,EMI Credit Card,Others,199.18,16.23,0,"13,917.99",5,695.9,347.95,347.95,118.64,18,21.36,29AAGCC5859A1ZL,SELLER_CULT_HEALTHCARE_KARNATAKA,Cultfit Healthcare Private Limited,0038550941,0000822791,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087680203,"March 31, 2026","March 1, 2026",46979615,,GYMFIT_PARTNER,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,79,245",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",MANUAL,MANUAL,MANUAL,MANUAL,0,,Cult Gym Panathur,1140,GYM,Bangalore,Karnataka,FOFO,Cult Gym Panathur(Panathur),1140,GYM,Bangalore,Karnataka,Attributed,"April 28, 2026, 5:30 AM",Cult Gym Panathur,1140,CASH,CASH,CASH,,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038547061,0000819976,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4087921514,"March 31, 2026","March 1, 2026",100550761,,CUREFIT_APP,CULTPACK_eX2BKR,12 Month CultPass Elite Plus,"9,08,82,408",Credit,"65,000","20,099",,0,140,"20,239",,,"20,239",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Eros Sector 49,1068,GYM,Gurgaon,Haryana,COCO,Cult Eros Sector 49(),216,GX,Gurgaon,Haryana,Attributed,"August 29, 2026, 5:30 AM",Cult Gym Eros Sector 49,1068,CASHFREE,CREDIT CARD,Credit Trns,350.13,22.26,0,"19,141.9",5,957.1,478.55,478.55,118.64,18,21.36,06AAGCC6845A1ZX,SELLER_CULT_CFS_GGN,Curefit Services Private Limited,0038548712,0000821159,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089417069,"March 31, 2026","March 1, 2026",87697021,,CUREFIT_APP,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,96,391",Credit,"45,550","13,619","1,690",0,140,"13,759.75",,,"15,449.75",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Gym Pragathi Nagar,3632,GYM,Hyderabad,TELANGANA,FOFO,Cult Kukatpally(Kukatpally),170,GX,Hyderabad,Telangana,Attributed,"April 8, 2026, 12:00 AM",Cult Gym Pragathi Nagar,3632,HDFC,EMI Credit Card,HDFC,165.12,15.14,0,"12,971.19",5,648.56,324.28,324.28,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038559567,0000829949,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4089304332,"March 31, 2026","March 1, 2026",105593873,,CUREFIT_APP,CULTPACK_ro7B7x,12 Month cultpass ELITE,"9,08,95,143",Credit,"58,150","17,994",855,0,140,"18,134.9",,,"18,989.9",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Cult Patel Nagar,3690,GX,Gurgaon,,FOFO,Cult Patel Nagar (Patel Nagar),3690,GX,Gurgaon,,Not_Yet_Attributed,,Cult Patel Nagar ,3690,HDFC,EMI Credit Card,Others,244.82,19.95,0,"17,138",5,856.9,428.45,428.45,118.64,18,21.36,06AAGCC5859A1ZT,SELLER_CULT_GGN,Cultfit Healthcare Private Limited,0038559202,0000829643,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088670198,"March 31, 2026","March 1, 2026",99290633,,GYMFIT_PARTNER,CULTPACK_ncU1Dg,12 Month cultpass ELITE,"9,08,89,748",Credit,"45,550","14,660",,0,140,"14,800",,,"14,800",PAYTM_POS,POS,PAYTM_POS,POS,0,,Cult Gym Erragadda,2518,GYM,Hyderabad,TELANGANA,FOFO,Cult Gym Erragadda(Erragadda),2518,GYM,Hyderabad,TELANGANA,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Erragadda,2518,PAYTM_POS,CREDIT CARD,Credit Trns,148,,0,"13,961.9",5,698.1,349.05,349.05,118.64,18,21.36,36AAGCC6845A1ZU,SELLER_CULT_HYD_2,Curefit Services Private Limited,0038554547,0000825645,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4089212133,"March 31, 2026","March 1, 2026",87599124,,CUREFIT_APP,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,94,224",Credit,"23,990","11,342",308,0,140,"11,482.45",,,"11,790.45",JUSPAY_RP,EMI,JUSPAY_RP,EMI,0,,Aesthetic B Fitness (ex. Stark Fitness),552,GYM,Hyderabad,Telangana,MARKETPLACE,Aesthetic B Fitness (ex. Stark Fitness)(Chintal),552,GYM,Hyderabad,Telangana,Attributed,"April 1, 2026, 12:00 AM",Aesthetic B Fitness (ex. Stark Fitness),552,HDFC,EMI Credit Card,Others,155.01,12.63,0,"10,802.33",5,540.12,270.06,270.06,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038558596,0000829139,,,,,
Atcenter Fitness(Elite & Pro & LUX),PRO,4088784661,"March 31, 2026","March 1, 2026",106189214,,GYMFIT_PARTNER,GYMFIT_rbPHQa,12 Months cultpass PRO,"9,08,90,818",Credit,"23,990","11,200",,0,140,"11,340",,,"11,340",PAYTM_POS,POS,PAYTM_POS,POS,0,,Conquest Fitness,46,GYM,Hyderabad,Telangana,MARKETPLACE,Conquest Fitness(Kondapur),46,GYM,Hyderabad,Telangana,Attributed,"April 1, 2026, 12:00 AM",Conquest Fitness,46,PAYTM_POS,UPI,Trns > 2K,0,,0,"10,666.67",5,533.33,266.67,266.67,118.64,18,21.36,36AAGCC5859A1ZQ,SELLER_CULT_HYD,Cultfit Healthcare Private Limited,0038555520,0000826510,,,,,
Atcenter Fitness(Elite & Pro & LUX),ELITE,4088862456,"March 31, 2026","March 1, 2026",104622443,,CUREFIT_APP,CULTPACK_WYaF4Z,12 Month cultpass ELITE,"9,08,91,775",Credit,"45,550","15,310",,0,140,"15,450",,,"15,450",JUSPAY_RP,DEBIT_OR_CREDIT_CARD,JUSPAY_RP,DEBIT_OR_CREDIT_CARD,0,,Cult Gym Mahadevpura,1076,GYM,Bangalore,Karnataka,FOFO,Cult Mahadevapura (Mahadevpura),134,GX,Bangalore,Karnataka,Attributed,"April 1, 2026, 5:30 AM",Cult Gym Mahadevpura,1076,PINELABS_ONLINE,CREDIT CARD,Credit Trns,,17,0,"14,580.95",5,729.05,364.52,364.52,118.64,18,21.36,29AAGCC6845A1ZP,SELLER_CFS_KARNATAKA,Curefit Services Private Limited,0038556425,0000827278,,,,,
