category,article_type,majority_service,style_id,product_total_gmv,category_total_gmv,overall_total_gmv,overall_category_percentage_contribution,category__product_percentage_contribution,overall_product_percentage_contribution,rnk
Indoor Equipment,Cardio,OTHERS,900369,778965,370477394,1078814296,34.341164681785045,0.21025979253136295,0.07220566161277492,95
Indoor Equipment,Walkpad,GX,805002,773342,370477394,1078814296,34.341164681785045,0.20874202111235968,0.07168444123028195,96
Indoor Equipment,Spin Bike,OTHERS,802291,762123,370477394,1078814296,34.341164681785045,0.2057137661684157,0.07064450321299784,97
Indoor Equipment,Treadmill,OTHERS,802152,749949,370477394,1078814296,34.341164681785045,0.2024277357122632,0.0695160420825569,98
Indoor Equipment,Massage Chair,GX,804383,743287,370477394,1078814296,34.341164681785045,0.20062951533285725,0.06889851226072369,99
Indoor Equipment,Treadmill,GYM,900034,740720,370477394,1078814296,34.341164681785045,0.19993662555292105,0.06866056584033255,100
Indoor Equipment,Treadmill,OTHERS,805053,728078,370477394,1078814296,34.341164681785045,0.19652427159968633,0.06748872374972681,101
Indoor Equipment,Elliptical,OTHERS,900064,721840,370477394,1078814296,34.341164681785045,0.19484049814926088,0.06691049633624803,102
Indoor Equipment,Treadmill,HYBRID_GX,900111,719059,370477394,1078814296,34.341164681785045,0.19408984506082982,0.06665271332296101,103
Indoor Equipment,Massage Chair,GX,805109,694293,370477394,1078814296,34.341164681785045,0.18740495675155822,0.06435704481988067,104
Indoor Equipment,Massage Chair,HYBRID_GYM,805109,689991,370477394,1078814296,34.341164681785045,0.1862437522976098,0.06395827368605801,105
Indoor Equipment,Rowing Machine,GX,801306,689757,370477394,1078814296,34.341164681785045,0.18618059054906871,0.0639365832059756,106
Indoor Equipment,Spin Bike,OTHERS,701006,687613,370477394,1078814296,34.341164681785045,0.1856018777761107,0.06373784649957957,107
Indoor Equipment,Treadmill,GX,900111,676991,370477394,1078814296,34.341164681785045,0.18273476626754723,0.06275324701481338,108
Indoor Equipment,Treadmill,GYM,801723,676436,370477394,1078814296,34.341164681785045,0.18258495955626378,0.06270180164538718,109
Indoor Equipment,Spin Bike,OTHERS,900276,675526,370477394,1078814296,34.341164681785045,0.1823393305341594,0.06261744977840004,110
Indoor Equipment,Walkpad,GX,805001,655844,370477394,1078814296,34.341164681785045,0.17702672568464461,0.06079303939813568,111
Indoor Equipment,Treadmill,GYM,805011,653613,370477394,1078814296,34.341164681785045,0.1764245296974854,0.06058623828247823,112
Indoor Equipment,Treadmill,HYBRID_GYM,805010,651785,370477394,1078814296,34.341164681785045,0.17593111227725813,0.06041679299362937,113
